player_name,team_code,mlb_team,position,is_pitcher,is_keeper,draft_dollars
BALCOS,UNK-16,,?,FALSE,FALSE,0
Kent,DKG,,?,FALSE,FALSE,0
Yuji,DMK,TIM,?,FALSE,FALSE,0
Kurt,UNK-5,TIM,?,FALSE,FALSE,0
Tim,SKD,,?,FALSE,FALSE,0
Burt,RGS,,?,FALSE,FALSE,0
Mike,MNB,,?,FALSE,FALSE,0
Chris,BOH,,?,FALSE,FALSE,0
Jimmy,UNK-16,,?,FALSE,FALSE,0
M. Lieberthal,DKG,,C,FALSE,FALSE,11
R. Doumit,DMK,,C,FALSE,FALSE,3
D. Navarro,UNK-5,,C,FALSE,FALSE,3
J. Estrada,SKD,,C,FALSE,FALSE,10
P. Lo Duca,RGS,,C,FALSE,FALSE,12
D. Miller,MNB,,C,FALSE,FALSE,21
M. Piazza,BOH,,C,FALSE,FALSE,21
M. Barrett,UNK-16,,C,FALSE,FALSE,21
B. McCann,DKG,,C,FALSE,FALSE,1
D. Ardoin,DMK,,C,FALSE,FALSE,6
Y. Molina,SKD,,C,FALSE,FALSE,2
M. Matheny,RGS,,C,FALSE,FALSE,10
J. LaRue,MNB,,C,FALSE,FALSE,10
J. Valentin,BOH,,C,FALSE,FALSE,10
B. Schnneider,UNK-16,,C,FALSE,FALSE,10
A. Dunn,DKG,,1B,FALSE,FALSE,1
M. Jacobs,DMK,,1B,FALSE,FALSE,1
S. Casey,UNK-5,,1B,FALSE,FALSE,1
N. Johnson,SKD,,1B,FALSE,FALSE,35
D. Lee,RGS,,1B,FALSE,FALSE,30
A. Pujols,MNB,,1B,FALSE,FALSE,20
T. Helton,BOH,,1B,FALSE,FALSE,20
C. Tracy,UNK-16,,1B,FALSE,FALSE,20
J. Kent,DKG,,2B,FALSE,FALSE,15
C. Biggio,DMK,,2B,FALSE,FALSE,40
R. Freel,UNK-5,,2B,FALSE,FALSE,40
R. Weeks,SKD,,2B,FALSE,FALSE,52
A. Soriano,RGS,,2B,FALSE,FALSE,24
C. Utley,MNB,,2B,FALSE,FALSE,10
J. Barfield,BOH,,2B,FALSE,FALSE,10
O. Hudson,UNK-16,,2B,FALSE,FALSE,10
K. Greene,DKG,,SS,FALSE,FALSE,31
J. Reyes,DMK,,SS,FALSE,FALSE,32
F. Lopez,UNK-5,,SS,FALSE,FALSE,32
J. Rollins,SKD,,SS,FALSE,FALSE,26
JJ Hardy,RGS,,SS,FALSE,FALSE,35
B. Hall,MNB,,SS,FALSE,FALSE,39
N. Garciparra,BOH,,SS,FALSE,FALSE,39
R. Furcal,UNK-16,,SS,FALSE,FALSE,39
S. Rolen,DKG,,3B,FALSE,FALSE,25
C. Jones,DMK,,3B,FALSE,FALSE,33
M. Ensberg,UNK-5,,3B,FALSE,FALSE,33
M. Cabrera,SKD,,3B,FALSE,FALSE,1
B. Meuller,RGS,,3B,FALSE,FALSE,4
D. Wright,MNB,,3B,FALSE,FALSE,29
