player_name,team_code,mlb_team,position,is_pitcher,is_keeper,draft_dollars
R. Aruelia,BOH,,3B,FALSE,FALSE,29
A. Ramirez,UNK-16,,3B,FALSE,FALSE,29
J. Vidro,DKG,,MI,FALSE,FALSE,1
E. Renteria,DMK,,MI,FALSE,FALSE,12
J. Castillo,UNK-5,,MI,FALSE,FALSE,12
C. Barmes,SKD,,MI,FALSE,FALSE,7
D. Eckstein,RGS,,MI,FALSE,FALSE,2
M. Giles,MNB,,MI,FALSE,FALSE,1
R. Durham,BOH,,MI,FALSE,FALSE,1
C. Counsell,UNK-16,,MI,FALSE,FALSE,1
P. Feliz,DKG,,CO,FALSE,FALSE,39
G. Atkins,UNK-5,,CO,FALSE,FALSE,30
E. Encarnacion,SKD,,CO,FALSE,FALSE,26
R. Howard,RGS,,CO,FALSE,FALSE,1
C. Delgado,MNB,,CO,FALSE,FALSE,2
T. Clark,BOH,,CO,FALSE,FALSE,2
A. LaRoche,UNK-16,,CO,FALSE,FALSE,2
J. Pierre,DKG,,OF,FALSE,FALSE,29
B. Bonds,DMK,,OF,FALSE,FALSE,7
C. Beltran,UNK-5,,OF,FALSE,FALSE,7
J. Burnitz,SKD,,OF,FALSE,FALSE,26
B. Giles,RGS,,OF,FALSE,FALSE,35
L. Berkman,MNB,,OF,FALSE,FALSE,36
J. Bay,BOH,,OF,FALSE,FALSE,36
B. Abreu,UNK-16,,OF,FALSE,FALSE,36
G. Jenkins,DKG,,OF,FALSE,FALSE,17
C. Lee,DMK,,OF,FALSE,FALSE,19
J. Francoeur,UNK-5,,OF,FALSE,FALSE,19
K. Griffey Jr.,SKD,,OF,FALSE,FALSE,19
S. Green,RGS,,OF,FALSE,FALSE,23
R. Winn,MNB,,OF,FALSE,FALSE,12
M. Holliday,BOH,,OF,FALSE,FALSE,12
J. Lane,UNK-16,,OF,FALSE,FALSE,12
P. Wilson,DKG,,OF,FALSE,FALSE,1
P. Burrell,DMK,,OF,FALSE,FALSE,21
A. Kearns,UNK-5,,OF,FALSE,FALSE,21
J. Edmonds,SKD,,OF,FALSE,FALSE,15
J. Jones,RGS,,OF,FALSE,FALSE,39
A. Rowland,MNB,,OF,FALSE,FALSE,28
C. Floyd,BOH,,OF,FALSE,FALSE,28
A. Jones,UNK-16,,OF,FALSE,FALSE,28
J.D. Drew,DKG,,OF,FALSE,FALSE,39
J. Guillen,DMK,,OF,FALSE,FALSE,9
W. Taveres,UNK-5,,OF,FALSE,FALSE,9
M. Alou,SKD,,OF,FALSE,FALSE,1
J. Encarnacion,RGS,,OF,FALSE,FALSE,1
C. Duffy,MNB,,OF,FALSE,FALSE,1
B. Hawpe,BOH,,OF,FALSE,FALSE,1
X. Nady,UNK-16,,OF,FALSE,FALSE,1
C. Sullivan,DKG,,OF,FALSE,FALSE,1
B. Clark,DMK,,OF,FALSE,FALSE,7
E. Reed,UNK-5,,OF,FALSE,FALSE,7
M. Murton,SKD,,OF,FALSE,FALSE,6
M. Cameron,RGS,,OF,FALSE,FALSE,18
D. Roberts,MNB,,OF,FALSE,FALSE,1
L. Gonzalez,BOH,,OF,FALSE,FALSE,1
E. Byrnes,UNK-16,,OF,FALSE,FALSE,1
J. Cruz,RGS,,?,FALSE,FALSE,1
D. Uggla,DKG,,R,FALSE,FALSE,21
J. Hermida,DMK,,R,FALSE,FALSE,26
J. Willingham,UNK-5,,R,FALSE,FALSE,26
C. Jackson,SKD,,R,FALSE,FALSE,23
M. Cain,RGS,,R,FALSE,FALSE,49
H. Rameriz,MNB,,R,FALSE,FALSE,49
P. Fielder,BOH,,R,FALSE,FALSE,49
R. Zimmerman,UNK-16,,R,FALSE,FALSE,0
C. Carpenter,DKG,,P,TRUE,FALSE,28
C. Zambrano,DMK,,P,TRUE,FALSE,29
B. Sheets,UNK-5,,P,TRUE,FALSE,29
D. Willis,SKD,,P,TRUE,FALSE,31
J. Peavy,RGS,,P,TRUE,FALSE,30
J. Schmidt,MNB,,P,TRUE,FALSE,17
R. Oswalt,BOH,,P,TRUE,FALSE,17
J. Patterson,UNK-16,,P,TRUE,FALSE,17
A. Pettitte,DKG,,P,TRUE,FALSE,16
M. Mulder,DMK,,P,TRUE,FALSE,40
D. Lowe,UNK-5,,P,TRUE,FALSE,40
P. Martinez,SKD,,P,TRUE,FALSE,25
N. Lowry,RGS,,P,TRUE,FALSE,7
M. Prior,MNB,,P,TRUE,FALSE,20
J. Seo,BOH,,P,TRUE,FALSE,20
T. Hudson,UNK-16,,P,TRUE,FALSE,20
B. Penny,DKG,,P,TRUE,FALSE,39
J. Lieber,DMK,,P,TRUE,FALSE,25
B. Myers,UNK-5,,P,TRUE,FALSE,25
J. Smoltz,SKD,,P,TRUE,FALSE,24
D. Davis,RGS,,P,TRUE,FALSE,2
K. Wood,MNB,,P,TRUE,FALSE,16
J. Thompson,BOH,,P,TRUE,FALSE,16
Z. Duke,UNK-16,,P,TRUE,FALSE,16
R. Clemens,DKG,,P,TRUE,FALSE,25
W. Williams,DMK,,P,TRUE,FALSE,6
O. Perez,UNK-5,,P,TRUE,FALSE,6
M. Morris,SKD,,P,TRUE,FALSE,1
C. Lidle,RGS,,P,TRUE,FALSE,6
L. Hernandez,MNB,,P,TRUE,FALSE,31
B. Arroyo,BOH,,P,TRUE,FALSE,31
B. Webb,UNK-16,,P,TRUE,FALSE,31
K. Benson,DKG,,P,TRUE,FALSE,1
D. Bush,SKD,,P,TRUE,FALSE,4
J. Marquis,RGS,,P,TRUE,FALSE,2
G. Maddux,MNB,,P,TRUE,FALSE,5
Od. Perez,BOH,,P,TRUE,FALSE,5
A. Harang,UNK-16,,P,TRUE,FALSE,5
C.Young,DKG,,P,TRUE,FALSE,22
S. Ponson,SKD,,P,TRUE,FALSE,6
J. Suppan,RGS,,P,TRUE,FALSE,1
C. Capuano,MNB,,P,TRUE,FALSE,1
D. Braezlton,BOH,,P,TRUE,FALSE,1
K. Wells,UNK-16,,P,TRUE,FALSE,1
J. Valverde,DKG,,P,TRUE,FALSE,30
B. Claussen,SKD,,P,TRUE,FALSE,1
V. Zambrano,RGS,,P,TRUE,FALSE,1
A. Heilman,MNB,,P,TRUE,FALSE,1
D. Baez,BOH,,P,TRUE,FALSE,1
J. Sosa,UNK-16,,P,TRUE,FALSE,1
D. Turnbow,DKG,,P,TRUE,FALSE,30
J. Borowski,DMK,,P,TRUE,FALSE,19
M. Gonzalez,UNK-5,,P,TRUE,FALSE,19
C. Reitsma,SKD,,P,TRUE,FALSE,34
B. Lidge,RGS,,P,TRUE,FALSE,29
T. Gordon,BOH,,P,TRUE,FALSE,15
D. Weathers,UNK-16,,P,TRUE,FALSE,15
B. Wagner,DKG,,P,TRUE,FALSE,26
T. Hoffman,DMK,,P,TRUE,FALSE,21
J. Isringhausen,UNK-5,,P,TRUE,FALSE,21
T. Worrell,SKD,,P,TRUE,FALSE,25
E. Gagne,RGS,,P,TRUE,FALSE,39
B. Fuentes,MNB,,P,TRUE,FALSE,28
C. Cordero,BOH,,P,TRUE,FALSE,28
R. Dempster,UNK-16,,P,TRUE,FALSE,28
R. Furcal,DKG,DLC,VIP,TRUE,FALSE,15
DR,DMK,DLC,VIP,TRUE,FALSE,1
C. Biggio,SKD,DR,VIP,TRUE,FALSE,1
S. Casey,RGS,,VIP,TRUE,FALSE,6
J. Kent,DKG,DK,DK,TRUE,FALSE,30
K. Benson,SKD,DK,DK,TRUE,FALSE,21
T. Worrell,RGS,DK,DK,TRUE,FALSE,1
N. Garciparra,DKG,MB,BOHICA,TRUE,FALSE,1
K. Wood,SKD,SD,BOHICA,TRUE,FALSE,19
C. Reitsma,RGS,SD,BOHICA,TRUE,FALSE,3
C. Tracy,DKG,MB,VIP,TRUE,FALSE,9
L. Hernandez,SKD,VIP,VIP,TRUE,FALSE,6
Y. Molina,RGS,VIP,VIP,TRUE,FALSE,1
VIP,MNB,,VIP,TRUE,FALSE,1
B. Giles,DKG,DR,RG,TRUE,FALSE,8
B. Myers,SKD,DR,RG,TRUE,FALSE,10
G. Maddux,RGS,DR,RG,TRUE,FALSE,1
DR,MNB,,RG,TRUE,FALSE,1
A. Soriano,DKG,DLC,RG,TRUE,FALSE,5
T. Hoffman,SKD,MB,RG,TRUE,FALSE,22
B. Hall,RGS,MB,RG,TRUE,FALSE,1
C. Floyd,DKG,MB,BOHICA,TRUE,FALSE,25
B. Fuentes,SKD,RG,BOHICA,TRUE,FALSE,30
E. Encarnacion,RGS,RG,BOHICA,TRUE,FALSE,6
P. Martinez,DKG,SD,SD,TRUE,FALSE,10
M. Morris,SKD,DR,SD,TRUE,FALSE,30
M. Gonzales,RGS,,SD,TRUE,FALSE,2
P. Burrell,DKG,DK,DLC,TRUE,FALSE,16
T. Gordon,SKD,DLC,DLC,TRUE,FALSE,11
D. Navarro,RGS,DLC,DLC,TRUE,FALSE,1
DLC,MNB,,DLC,TRUE,FALSE,1
P. Fielder,DKG,DK,BOHICA,TRUE,FALSE,3
C. Young,SKD,DK,BOHICA,TRUE,FALSE,15
C. Capuano,RGS,DK,BOHICA,TRUE,FALSE,6
M. Barrett,DKG,RG,VIP,TRUE,FALSE,15
D. Davis,SKD,SD,VIP,TRUE,FALSE,1
T. Clark,RGS,SD,VIP,TRUE,FALSE,7
A. LaRoche,DKG,RG,VIP,TRUE,FALSE,1
J. Valentin,SKD,VIP,VIP,TRUE,FALSE,7
D. Eckstein,RGS,VIP,VIP,TRUE,FALSE,1
VIP,MNB,,VIP,TRUE,FALSE,1
J. Willingham,DKG,DR,DR,TRUE,FALSE,1
DLC,DMK,DR,DR,TRUE,FALSE,1
A. Kearns,SKD,SD,DR,TRUE,FALSE,2
J. Thompson,RGS,SD,DR,TRUE,FALSE,5
J. Edmonds,DKG,DR,SD,TRUE,FALSE,60
DLC,DMK,DR,SD,TRUE,FALSE,25
O. Perez,SKD,MB,SD,TRUE,FALSE,6
M. Cameron,RGS,MB,SD,TRUE,FALSE,1
J. Barfield,DKG,MB,BOHICA,TRUE,FALSE,16
DR,DMK,MB,BOHICA,TRUE,FALSE,7
J. Seo,SKD,,BOHICA,TRUE,FALSE,18
L. Gonzalez,RGS,,BOHICA,TRUE,FALSE,1
P. Lo Duca,DKG,SD,RG,TRUE,FALSE,31
VIP,DMK,SD,RG,TRUE,FALSE,3
J. Estrada,SKD,RG,RG,TRUE,FALSE,15
D. Weathers,RGS,RG,RG,TRUE,FALSE,1
M. Giles,DKG,SD,MB,TRUE,FALSE,40
C. Jackson,SKD,DLC,MB,TRUE,FALSE,2
R. Durham,RGS,DLC,MB,TRUE,FALSE,1
DLC,MNB,,MB,TRUE,FALSE,1
T. Hudson,DKG,DK,VIP,TRUE,FALSE,30
J.D. Drew,SKD,VIP,VIP,TRUE,FALSE,1
D. Miller,RGS,VIP,VIP,TRUE,FALSE,1
VIP,MNB,,VIP,TRUE,FALSE,1
J. Smoltz,DKG,DLC,SD,TRUE,FALSE,20
M. Jacobs,SKD,RG,SD,TRUE,FALSE,8
J. Lieber,RGS,RG,SD,TRUE,FALSE,1
Z. Duke,DKG,VIP,VIP,TRUE,FALSE,1
B. Schneider,SKD,MG,VIP,TRUE,FALSE,4
J. Marquis,RGS,MG,VIP,TRUE,FALSE,1
MG,MNB,,VIP,TRUE,FALSE,1
F. Lopez,DKG,VIP,DR,TRUE,FALSE,30
O. Hudson,SKD,RG,DR,TRUE,FALSE,2
M. Matheny,RGS,,DR,TRUE,FALSE,4
E. Renteria,DKG,MB,DLC,TRUE,FALSE,1
C. Duffy,SKD,RG,DLC,TRUE,FALSE,1
D. Uggla,RGS,RG,DLC,TRUE,FALSE,1
S. Green,DKG,RG,RG,TRUE,FALSE,16
M. Cain,SKD,SD,RG,TRUE,FALSE,7
M. Murton,RGS,,RG,TRUE,FALSE,7
A. Pettitte,DKG,DLC,DK,TRUE,FALSE,52
VIP,DMK,DLC,DK,TRUE,FALSE,11
R. Doumit,SKD,DLC,DK,TRUE,FALSE,14
J. Borowski,RGS,,DK,TRUE,FALSE,14
C. Cordero,DKG,VIP,BOHICA,TRUE,FALSE,26
R. Dempster,SKD,DR,BOHICA,TRUE,FALSE,1
E. Reed,RGS,,BOHICA,TRUE,FALSE,1
B. Penny,DKG,DR,DK,TRUE,FALSE,20
W. Taveres,SKD,MB,DK,TRUE,FALSE,3
J. LaRue,RGS,,DK,TRUE,FALSE,3
J. Schmidt,DKG,SD,MB,TRUE,FALSE,39
DR,DMK,SD,MB,TRUE,FALSE,1
N. Johnson,SKD,,MB,TRUE,FALSE,1
D. Baez,RGS,,MB,TRUE,FALSE,1
M. Mulder,DKG,DK,DLC,TRUE,FALSE,5
VIP,DMK,DK,DLC,TRUE,FALSE,30
J. Valverde,SKD,SD,DLC,TRUE,FALSE,6
B. Clauseen,RGS,,DLC,TRUE,FALSE,6
