period_id,period_label,start_date,end_date,team_code,team_name,player_name,mlb_id,positions,is_pitcher,R,HR,RBI,SB,H,AB,AVG,W,SV,K,ER,IP,BB_H,ERA,WHIP
P3,June 08,2025-05-18,2025-06-07,LDY,Los Doyers,W. Smith,669257,C,0,11,2,12,0,14,50,0.28,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,DMK,Diamond Kings,T. Stephenson,663886,C,0,9,4,11,0,17,62,0.274,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,DLC,Demolition Lumber Co.,D. Rushing,687221,C,0,1,1,5,0,3,24,0.125,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,DDG,Dodger Dawgs,F. Alvarez,682626,C,0,1,0,1,0,9,45,0.2,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,SKD,Skunk Dogs,H. Goodman,696100,C,0,6,3,7,1,17,71,0.239,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,DVD,Devil Dawgs,G. Moreno,672515,C,0,7,3,7,0,14,45,0.311,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,LDY,Los Doyers,S. Murphy,669221,C,0,1,1,3,0,5,29,0.172,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,SKD,Skunk Dogs,K. Hayes,663647,CM,0,5,0,3,1,8,61,0.131,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,RGS,RGing Sluggers,C. Norby,681393,CM,0,8,1,7,1,15,63,0.238,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,DVD,Devil Dawgs,M. Vientos,668901,CM,0,3,1,3,0,6,33,0.182,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,LDY,Los Doyers,M. Shaw,807713,CM,0,11,1,5,7,21,62,0.339,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,TSH,The Show,B. Harper,547180,CM,0,6,2,8,1,12,45,0.267,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,DMK,Diamond Kings,W. Adames,642715,MI,0,3,0,4,1,6,62,0.097,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,DLC,Demolition Lumber Co.,L. Acuna,682668,MI,0,5,0,0,1,4,25,0.16,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,DDG,Dodger Dawgs,CJ. Abrams,682928,MI,0,14,2,4,2,12,67,0.179,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,SKD,Skunk Dogs,X. Edwards,669364,MI,0,4,0,3,0,9,19,0.474,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,RGS,RGing Sluggers,E. Tovar,678662,MI,0,8,2,4,0,13,52,0.25,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,DVD,Devil Dawgs,G. Perdomo,621121,MI,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,LDY,Los Doyers,M. Winn,691026,MI,0,12,1,6,1,21,73,0.288,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,TSH,The Show,B. Turang,668930,MI,0,11,1,9,3,16,74,0.216,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,DLC,Demolition Lumber Co.,S. Ohtani,660271,DH,0,17,7,10,1,20,75,0.267,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,DDG,Dodger Dawgs,C. Yelich,592885,DH,0,15,6,15,2,23,69,0.333,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,SKD,Skunk Dogs,K. Marte,606466,DH,0,14,7,12,1,21,60,0.35,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,DMK,Diamond Kings,T. Glasnow,607192,P,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,DLC,Demolition Lumber Co.,P. Skenes,694973,P,1,0,0,0,0,0,0,0.0,1,0,32,3,28.67,18,0.94,0.63
P3,June 08,2025-05-18,2025-06-07,DDG,Dodger Dawgs,C. Burnes,669203,P,1,0,0,0,0,0,0,0.0,0,0,20,6,18.67,18,2.89,0.96
P3,June 08,2025-05-18,2025-06-07,SKD,Skunk Dogs,C. Sale,519242,P,1,0,0,0,0,0,0,0.0,1,0,24,2,19.0,17,0.95,0.89
P3,June 08,2025-05-18,2025-06-07,RGS,RGing Sluggers,Y. Yamamoto,808967,P,1,0,0,0,0,0,0,0.0,1,0,27,6,22.67,24,2.38,1.06
P3,June 08,2025-05-18,2025-06-07,DVD,Devil Dawgs,J. Steele,657006,P,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,LDY,Los Doyers,S. Alcantara,645261,P,1,0,0,0,0,0,0,0.0,0,0,10,13,15.33,23,7.63,1.5
P3,June 08,2025-05-18,2025-06-07,TSH,The Show,B. Snell,605483,P,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,DMK,Diamond Kings,R. Sasaki,808963,P,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,DLC,Demolition Lumber Co.,Z. Wheeler,554430,P,1,0,0,0,0,0,0,0.0,1,0,14,6,12.0,13,4.5,1.08
P3,June 08,2025-05-18,2025-06-07,DDG,Dodger Dawgs,S. Strider,675911,P,1,0,0,0,0,0,0,0.0,0,0,14,10,14.0,20,6.43,1.43
P3,June 08,2025-05-18,2025-06-07,SKD,Skunk Dogs,S. Ohtani,660271,P,1,17,7,10,1,20,75,0.267,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,RGS,RGing Sluggers,L. Webb,657277,P,1,0,0,0,0,0,0,0.0,0,0,32,8,24.0,30,3.0,1.25
P3,June 08,2025-05-18,2025-06-07,DVD,Devil Dawgs,H. Greene,668881,P,1,0,0,0,0,0,0,0.0,0,0,12,6,14.0,21,3.86,1.5
P3,June 08,2025-05-18,2025-06-07,LDY,Los Doyers,K. Senga,673540,P,1,0,0,0,0,0,0,0.0,2,0,23,7,23.67,28,2.66,1.18
P3,June 08,2025-05-18,2025-06-07,DMK,Diamond Kings,Y. Darvish,506433,P,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,DDG,Dodger Dawgs,S. Schwellenbach,680885,P,1,0,0,0,0,0,0,0.0,2,0,29,9,26.33,27,3.08,1.03
P3,June 08,2025-05-18,2025-06-07,SKD,Skunk Dogs,A. Nola,605400,P,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,RGS,RGing Sluggers,S. Imanaga,684007,P,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,DVD,Devil Dawgs,M. Kelly,547184,P,1,0,0,0,0,0,0,0.0,0,0,2,0,1.67,2,0.0,1.2
P3,June 08,2025-05-18,2025-06-07,LDY,Los Doyers,R. Ray,592662,P,1,0,0,0,0,0,0,0.0,2,0,32,4,27.0,20,1.33,0.74
P3,June 08,2025-05-18,2025-06-07,TSH,The Show,N. Lodolo,666157,P,1,0,0,0,0,0,0,0.0,1,0,22,7,23.0,25,2.74,1.09
P3,June 08,2025-05-18,2025-06-07,DMK,Diamond Kings,M. Keller,656605,P,1,0,0,0,0,0,0,0.0,0,0,18,11,24.33,28,4.07,1.15
P3,June 08,2025-05-18,2025-06-07,DLC,Demolition Lumber Co.,I. Anderson,681982,P,1,0,0,0,0,0,0,0.0,0,0,8,2,7.0,6,2.57,0.86
P3,June 08,2025-05-18,2025-06-07,DDG,Dodger Dawgs,F. Peralta,642547,P,1,0,0,0,0,0,0,0.0,1,0,23,8,20.33,32,3.54,1.57
P3,June 08,2025-05-18,2025-06-07,SKD,Skunk Dogs,B. Pfaadt,694297,P,1,0,0,0,0,0,0,0.0,1,0,7,20,14.67,24,12.27,1.64
P3,June 08,2025-05-18,2025-06-07,RGS,RGing Sluggers,A. Abbott,671096,P,1,0,0,0,0,0,0,0.0,3,0,21,6,23.67,25,2.28,1.06
P3,June 08,2025-05-18,2025-06-07,DVD,Devil Dawgs,S. Gray,543243,P,1,0,0,0,0,0,0,0.0,3,0,30,3,25.33,26,1.07,1.03
P3,June 08,2025-05-18,2025-06-07,LDY,Los Doyers,N. Pivetta,601713,P,1,0,0,0,0,0,0,0.0,1,0,20,8,18.0,20,4.0,1.11
P3,June 08,2025-05-18,2025-06-07,DMK,Diamond Kings,Ra. Suarez,660761,P,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,SKD,Skunk Dogs,C. Sanchez,650911,P,1,0,0,0,0,0,0,0.0,1,0,22,9,22.33,33,3.63,1.48
P3,June 08,2025-05-18,2025-06-07,RGS,RGing Sluggers,B. Singer,663903,P,1,0,0,0,0,0,0,0.0,1,0,10,7,17.0,24,3.71,1.41
P3,June 08,2025-05-18,2025-06-07,DVD,Devil Dawgs,D. Peterson,656849,P,1,0,0,0,0,0,0,0.0,2,0,22,7,26.33,29,2.39,1.1
P3,June 08,2025-05-18,2025-06-07,TSH,The Show,J. Taillon,592791,P,1,0,0,0,0,0,0,0.0,4,0,16,5,26.67,20,1.69,0.75
P3,June 08,2025-05-18,2025-06-07,DLC,Demolition Lumber Co.,T. Myers,668964,P,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,DDG,Dodger Dawgs,M. Gore,669022,P,1,0,0,0,0,0,0,0.0,1,0,24,1,19.0,13,0.47,0.68
P3,June 08,2025-05-18,2025-06-07,SKD,Skunk Dogs,J. Luzardo,666200,P,1,0,0,0,0,0,0,0.0,1,0,26,24,18.67,41,11.57,2.2
P3,June 08,2025-05-18,2025-06-07,DVD,Devil Dawgs,R. Lopez,625643,P,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,TSH,The Show,C. Holmes,605280,P,1,0,0,0,0,0,0,0.0,2,0,17,7,24.67,26,2.55,1.05
P3,June 08,2025-05-18,2025-06-07,DLC,Demolition Lumber Co.,A.J. Puk,640462,P,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,DDG,Dodger Dawgs,C. Doval,666808,P,1,0,0,0,0,0,0,0.0,0,3,9,2,7.33,11,2.45,1.5
P3,June 08,2025-05-18,2025-06-07,SKD,Skunk Dogs,D. Bednar,670280,P,1,0,0,0,0,0,0,0.0,1,5,12,3,9.0,9,3.0,1.0
P3,June 08,2025-05-18,2025-06-07,DVD,Devil Dawgs,G. Holmes,656550,P,1,0,0,0,0,0,0,0.0,1,0,19,7,16.0,20,3.94,1.25
P3,June 08,2025-05-18,2025-06-07,TSH,The Show,N. Cortes,666126,P,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,DDG,Dodger Dawgs,Ro. Suarez,660761,P,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
P3,June 08,2025-05-18,2025-06-07,RGS,RGing Sluggers,K. Harrison,690986,P,1,0,0,0,0,0,0,0.0,1,0,14,8,14.67,20,4.91,1.36
P3,June 08,2025-05-18,2025-06-07,DVD,Devil Dawgs,J. Martinez,679885,P,1,0,0,0,0,0,0,0.0,0,2,9,3,4.67,7,5.79,1.5
P3,June 08,2025-05-18,2025-06-07,DMK,Diamond Kings,T. Scott,656945,P,1,0,0,0,0,0,0,0.0,1,2,12,10,8.0,17,11.25,2.12
P3,June 08,2025-05-18,2025-06-07,DDG,Dodger Dawgs,R. Helsley,664854,P,1,0,0,0,0,0,0,0.0,2,4,10,4,7.0,12,5.14,1.71
P3,June 08,2025-05-18,2025-06-07,RGS,RGing Sluggers,C. Faucher,676534,P,1,0,0,0,0,0,0,0.0,0,2,6,7,7.0,10,9.0,1.43
P3,June 08,2025-05-18,2025-06-07,DVD,Devil Dawgs,R. Walker,676254,P,1,0,0,0,0,0,0,0.0,0,3,6,3,7.67,8,3.52,1.04
P3,June 08,2025-05-18,2025-06-07,LDY,Los Doyers,T. Kinley,663855,P,1,0,0,0,0,0,0,0.0,0,0,2,2,3.33,6,5.4,1.8
P3,June 08,2025-05-18,2025-06-07,TSH,The Show,R. Iglesias,628452,P,1,0,0,0,0,0,0,0.0,0,0,5,6,5.67,11,9.53,1.94
P4,July 6,2025-06-08,2025-07-05,DMK,Diamond Kings,J. Naylor,647304,1B,0,12,3,17,1,24,69,0.348,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DLC,Demolition Lumber Co.,M. Busch,683737,1B,0,15,8,18,1,28,84,0.333,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DDG,Dodger Dawgs,C. Encarnacion-Strand,687952,1B,0,7,2,9,0,12,59,0.203,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,SKD,Skunk Dogs,M. Olson,621566,1B,0,12,4,24,0,34,96,0.354,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,RGS,RGing Sluggers,F. Freeman,518692,1B,0,11,1,7,1,19,91,0.209,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DMK,Diamond Kings,J. Cronenworth,630105,2B,0,9,4,12,1,19,81,0.235,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DLC,Demolition Lumber Co.,O. Lopez,672640,2B,0,16,4,22,3,28,97,0.289,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DDG,Dodger Dawgs,N. Hoerner,663538,2B,0,11,3,8,3,23,87,0.264,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,SKD,Skunk Dogs,M. McLain,680574,2B,0,15,3,11,1,24,89,0.27,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,RGS,RGing Sluggers,L. Garcia,671277,2B,0,12,2,14,1,23,85,0.271,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DVD,Devil Dawgs,O. Albies,645277,2B,0,6,0,4,1,19,96,0.198,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,LDY,Los Doyers,B. Stott,681082,2B,0,6,1,9,2,16,74,0.216,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DMK,Diamond Kings,E. De La Cruz,682829,SS,0,19,6,17,3,33,98,0.337,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DLC,Demolition Lumber Co.,D. Swanson,621020,SS,0,12,4,8,0,28,94,0.298,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DDG,Dodger Dawgs,F. Lindor,596019,SS,0,15,3,9,1,19,99,0.192,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,SKD,Skunk Dogs,T. Turner,607208,SS,0,17,4,9,5,31,103,0.301,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,RGS,RGing Sluggers,O. Cruz,665833,SS,0,12,3,7,6,13,87,0.149,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DVD,Devil Dawgs,T. Fitzgerald,666149,SS,0,0,0,5,1,7,49,0.143,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,LDY,Los Doyers,M. Betts,605141,SS,0,9,3,12,1,18,96,0.188,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,TSH,The Show,X. Bogaerts,593428,SS,0,11,2,9,1,26,94,0.277,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DMK,Diamond Kings,N. Arenado,571448,3B,0,10,3,9,0,22,83,0.265,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DLC,Demolition Lumber Co.,R. McMahon,641857,3B,0,11,5,7,1,19,86,0.221,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DDG,Dodger Dawgs,E. Suarez,660761,3B,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,SKD,Skunk Dogs,A. Bohm,664761,3B,0,9,3,19,0,28,92,0.304,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,RGS,RGing Sluggers,M. Chapman,656305,3B,0,4,0,0,1,2,5,0.4,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DVD,Devil Dawgs,A. Riley,663586,3B,0,13,2,10,0,28,102,0.275,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,TSH,The Show,M. Machado,592518,3B,0,10,5,20,0,23,100,0.23,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DMK,Diamond Kings,F. Tatis Jr.,665487,OF,0,18,2,10,6,22,90,0.244,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DLC,Demolition Lumber Co.,C. Carroll,682998,OF,0,8,2,5,0,8,39,0.205,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DDG,Dodger Dawgs,J. Chourio,694192,OF,0,19,4,15,3,26,97,0.268,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,RGS,RGing Sluggers,B. Donovan,680977,OF,0,13,3,6,0,20,83,0.241,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DVD,Devil Dawgs,J. Merrill,701538,OF,0,7,0,6,0,15,66,0.227,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,LDY,Los Doyers,T. Hernandez,606192,OF,0,10,4,11,0,19,85,0.224,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,TSH,The Show,M. Harris II,671739,OF,0,5,2,7,2,12,85,0.141,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DMK,Diamond Kings,D. Crews,686611,OF,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DLC,Demolition Lumber Co.,R. Acuna Jr.,660670,OF,0,25,5,11,4,29,85,0.341,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DDG,Dodger Dawgs,J. Wood,695578,OF,0,20,7,22,3,30,92,0.326,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,SKD,Skunk Dogs,"N,. Castellanos",592206,OF,0,11,5,17,0,23,93,0.247,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,RGS,RGing Sluggers,S. Steer,668715,OF,0,13,6,17,3,27,83,0.325,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DVD,Devil Dawgs,S. Suzuki,673548,OF,0,11,8,20,1,25,103,0.243,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,LDY,Los Doyers,J. Soto,665742,OF,0,22,10,20,3,30,84,0.357,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,TSH,The Show,P. Crow-Armstrong,691718,OF,0,14,6,12,5,23,92,0.25,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DMK,Diamond Kings,N. Jones,666134,OF,0,5,1,6,2,13,57,0.228,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DDG,Dodger Dawgs,B. Doyle,686668,OF,0,15,2,7,2,18,81,0.222,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,SKD,Skunk Dogs,L. Nootbaar,663457,OF,0,7,3,8,0,11,70,0.157,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DVD,Devil Dawgs,B. Reynolds,668804,OF,0,10,2,9,0,19,84,0.226,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,LDY,Los Doyers,J.H. Lee,808982,OF,0,14,0,4,0,12,82,0.146,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,TSH,The Show,I. Happ,664023,OF,0,15,8,19,1,17,96,0.177,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DMK,Diamond Kings,S. Frelick,686217,OF,0,14,2,15,4,29,101,0.287,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DLC,Demolition Lumber Co.,T. Edman,669242,OF,0,11,1,9,0,18,74,0.243,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,SKD,Skunk Dogs,L. Gurriel Jr.,666971,OF,0,9,3,11,4,25,95,0.263,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,RGS,RGing Sluggers,B. Nimmo,607043,OF,0,13,8,18,6,31,99,0.313,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DVD,Devil Dawgs,H. Ramos,671218,OF,0,7,3,14,0,20,92,0.217,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,TSH,The Show,J Profar,595777,OF,0,4,2,3,0,4,17,0.235,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DMK,Diamond Kings,J. Sanchez,660821,OF,0,12,2,6,3,20,84,0.238,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DLC,Demolition Lumber Co.,G. Mitchell,669003,OF,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,SKD,Skunk Dogs,T. Friedl,670770,OF,0,12,3,8,0,23,92,0.25,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,RGS,RGing Sluggers,J. McNeil,643446,OF,0,10,5,15,0,21,77,0.273,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,LDY,Los Doyers,A. Burleson,676475,OF,0,12,6,19,0,30,99,0.303,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,TSH,The Show,J. McCarthy,664983,OF,0,4,2,6,1,8,30,0.267,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DMK,Diamond Kings,I. Herrera,671056,C,0,4,2,8,0,14,40,0.35,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DLC,Demolition Lumber Co.,P. Bailey,672275,C,0,4,0,7,0,9,41,0.22,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DDG,Dodger Dawgs,K. Ruiz,660688,C,0,1,0,3,0,10,47,0.213,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,SKD,Skunk Dogs,D. Baldwin,686948,C,0,6,3,10,0,10,51,0.196,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,LDY,Los Doyers,W. Smith,669257,C,0,18,7,12,0,24,66,0.364,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DMK,Diamond Kings,T. Stephenson,663886,C,0,10,1,9,0,16,69,0.232,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DLC,Demolition Lumber Co.,D. Rushing,687221,C,0,4,0,2,0,5,25,0.2,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DDG,Dodger Dawgs,F. Alvarez,682626,C,0,5,2,3,0,6,26,0.231,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,SKD,Skunk Dogs,H. Goodman,696100,C,0,14,6,14,0,21,75,0.28,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DVD,Devil Dawgs,G. Moreno,672515,C,0,2,1,3,0,2,12,0.167,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,LDY,Los Doyers,S. Murphy,669221,C,0,4,3,9,0,11,46,0.239,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,SKD,Skunk Dogs,K. Hayes,663647,CM,0,14,1,11,4,25,81,0.309,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,RGS,RGing Sluggers,C. Norby,681393,CM,0,8,2,8,2,17,79,0.215,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DVD,Devil Dawgs,M. Vientos,668901,CM,0,0,0,0,0,2,23,0.087,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,LDY,Los Doyers,M. Shaw,807713,CM,0,4,0,6,4,10,75,0.133,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,TSH,The Show,B. Harper,547180,CM,0,1,0,0,0,3,14,0.214,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DMK,Diamond Kings,W. Adames,642715,MI,0,18,5,16,1,27,85,0.318,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DLC,Demolition Lumber Co.,L. Acuna,682668,MI,0,1,0,0,0,2,10,0.2,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DDG,Dodger Dawgs,CJ. Abrams,682928,MI,0,24,4,11,8,34,101,0.337,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,SKD,Skunk Dogs,X. Edwards,669364,MI,0,13,0,5,4,28,95,0.295,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,RGS,RGing Sluggers,E. Tovar,678662,MI,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,DVD,Devil Dawgs,G. Perdomo,621121,MI,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,LDY,Los Doyers,M. Winn,691026,MI,0,15,1,9,1,22,102,0.216,0,0,0,0,0.0,0,0.0,0.0
P4,July 6,2025-06-08,2025-07-05,TSH,The Show,B. Turang,668930,MI,0,12,1,11,2,27,89,0.303,0,0,0,0,0.0,0,0.0,0.0
