player_name,mlb_id,team_code,is_pitcher,AB,H,R,HR,RBI,SB,AVG,W,SV,K,IP,ER,ERA,WHIP
K. Schwarber,,DKG,False,,,,,,,,,,,,,,
R. Acuna,,DMK,False,,,,,,,,,,,,,,
J. Rojas,,DDG,False,,,,,,,,,,,,,,
T. Grisham,,SKD,False,,,,,,,,,,,,,,
C. Bellinger,,RGS,False,,,,,,,,,,,,,,
L. Wade,,DEV,False,,,,,,,,,,,,,,
M. Betts,,LDY,False,,,,,,,,,,,,,,
B. Harper,,SHO,False,,,,,,,,,,,,,,
C. Blackmon,,DKG,False,,,,,,,,,,,,,,
C. Taylor,,DMK,False,,,,,,,,,,,,,,
J. Soto,,DDG,False,,,,,,,,,,,,,,
T. Pham,,SKD,False,,,,,,,,,,,,,,
C. Yelich,,RGS,False,,,,,,,,,,,,,,
S. Marte,,DEV,False,,,,,,,,,,,,,,
W. Myers,,LDY,False,,,,,,,,,,,,,,
M. Yaztrzemski,,SHO,False,,,,,,,,,,,,,,
AJ Pollock,,DKG,False,,,,,,,,,,,,,,
A. Duvall,,DMK,False,,,,,,,,,,,,,,
T. Edman,,DDG,False,,,,,,,,,,,,,,
V. Robles,,SKD,False,,,,,,,,,,,,,,
G. Polanco,,RGS,False,,,,,,,,,,,,,,
G. Cooper,,DEV,False,,,,,,,,,,,,,,
Y. O'Neil,,LDY,False,,,,,,,,,,,,,,
J. Pederson,,SHO,False,,,,,,,,,,,,,,
R. Tapia,,DKG,False,,,,,,,,,,,,,,
T. Naquin,,DMK,False,,,,,,,,,,,,,,
B. Reynolds,,DDG,False,,,,,,,,,,,,,,
K. Bryant,,SKD,False,,,,,,,,,,,,,,
A. McCutchen,,RGS,False,,,,,,,,,,,,,,
N. Castellanos,,DEV,False,,,,,,,,,,,,,,
D. Smith,,LDY,False,,,,,,,,,,,,,,
O. Herrera,,SHO,False,,,,,,,,,,,,,,
P. Smith,,DKG,False,,,,,,,,,,,,,,
J. Profar,,DMK,False,,,,,,,,,,,,,,
I. Happ,,DDG,False,,,,,,,,,,,,,,
C. Dickerson,,SKD,False,,,,,,,,,,,,,,
A. Garcia,,RGS,False,,,,,,,,,,,,,,
J. Winker,,DEV,False,,,,,,,,,,,,,,
D. Peralta,,LDY,False,,,,,,,,,,,,,,
B. Mckinney,,SHO,False,,,,,,,,,,,,,,
J. Votto,,DKG,False,,,,,,,,,,,,,,
J. Aguilar,,DMK,False,,,,,,,,,,,,,,
P. Goldschmidt,,DDG,False,,,,,,,,,,,,,,
E. Hosmer,,SKD,False,,,,,,,,,,,,,,
F. Freeman,,RGS,False,,,,,,,,,,,,,,
R. Hoskins,,DEV,False,,,,,,,,,,,,,,
M. Muncy,,LDY,False,,,,,,,,,,,,,,
J. Bell,,SHO,False,,,,,,,,,,,,,,
G. Hampson,,DKG,False,,,,,,,,,,,,,,
M. Moustakas,,DMK,False,,,,,,,,,,,,,,
O. Albies,,DDG,False,,,,,,,,,,,,,,
R. McMahon,,SKD,False,,,,,,,,,,,,,,
K. Wong,,RGS,False,,,,,,,,,,,,,,
S. Alcantara,,DEV,False,,,,,,,,,,,,,,
G. Lux,,LDY,False,,,,,,,,,,,,,,
D. Solano,,SHO,False,,,,,,,,,,,,,,
N. Arenado,,DKG,False,,,,,,,,,,,,,,
E. Suarez,,DMK,False,,,,,,,,,,,,,,
A. Bohm,,DDG,False,,,,,,,,,,,,,,
L. Urias,,SKD,False,,,,,,,,,,,,,,
A. Riley,,RGS,False,,,,,,,,,,,,,,
J. Segura,,DEV,False,,,,,,,,,,,,,,
J. Turner,,LDY,False,,,,,,,,,,,,,,
M. Machado,,SHO,False,,,,,,,,,,,,,,
F. Tatis Jr.,,DKG,False,,,,,,,,,,,,,,
J. Cronenworth,,DMK,False,,,,,,,,,,,,,,
F. Lindor,,DDG,False,,,,,,,,,,,,,,
T. Story,,SKD,False,,,,,,,,,,,,,,
P. DeJong,,RGS,False,,,,,,,,,,,,,,
W. Adames,,DEV,False,,,,,,,,,,,,,,
J. Baez,,LDY,False,,,,,,,,,,,,,,
D. Swanson,,SHO,False,,,,,,,,,,,,,,
V. Caratini,,DKG,False,,,,,,,,,,,,,,
JT. Realmuto,,DMK,False,,,,,,,,,,,,,,
B. Posey,,DDG,False,,,,,,,,,,,,,,
W. Contreras,,SKD,False,,,,,,,,,,,,,,
C. Kelly,,RGS,False,,,,,,,,,,,,,,
T. Nido,,DEV,False,,,,,,,,,,,,,,
W. Smith,,LDY,False,,,,,,,,,,,,,,
J. McCann,,SHO,False,,,,,,,,,,,,,,
A. Nola,,DKG,False,,,,,,,,,,,,,,
A. Barnes,,DMK,False,,,,,,,,,,,,,,
T. Stephenson,,DDG,False,,,,,,,,,,,,,,
Y. Molina,,SKD,False,,,,,,,,,,,,,,
T. Barnhart,,RGS,False,,,,,,,,,,,,,,
J. Stallings,,DEV,False,,,,,,,,,,,,,,
O. Narvaez,,LDY,False,,,,,,,,,,,,,,
Y. Gomes,,SHO,False,,,,,,,,,,,,,,
E. Escobar,,DKG,False,,,,,,,,,,,,,,
A. Puljos,,DMK,False,,,,,,,,,,,,,,
R. Zimmerman,,DDG,False,,,,,,,,,,,,,,
B. Belt,,SKD,False,,,,,,,,,,,,,,
A. Rizzo,,RGS,False,,,,,,,,,,,,,,
B. Miller,,DEV,False,,,,,,,,,,,,,,
J. Berti,,LDY,False,,,,,,,,,,,,,,
P. Alonso,,SHO,False,,,,,,,,,,,,,,
C. Seager,,DKG,False,,,,,,,,,,,,,,
J. Villar,,DMK,False,,,,,,,,,,,,,,
B. Rodgers,,DDG,False,,,,,,,,,,,,,,
T. Turner,,SKD,False,,,,,,,,,,,,,,
A. Frazier,,RGS,False,,,,,,,,,,,,,,
J. Harrison,,DEV,False,,,,,,,,,,,,,,
K. Marte,,LDY,False,,,,,,,,,,,,,,
"B, Crawford",,SHO,False,,,,,,,,,,,,,,
K. Hayes,,DKG,False,,,,,,,,,,,,,,
Z. McKinstry,,DMK,False,,,,,,,,,,,,,,
Wm. Contreras,,DDG,False,,,,,,,,,,,,,,
J. India,,SKD,False,,,,,,,,,,,,,,
D. Carlson,,RGS,False,,,,,,,,,,,,,,
P. Wisdom,,DEV,False,,,,,,,,,,,,,,
H. Kim,,LDY,False,,,,,,,,,,,,,,
J. Chisholm,,SHO,False,,,,,,,,,,,,,,
Y. Darvish,,DKG,True,,,,,,,,,,,,,,
W. Buehler,,DMK,True,,,,,,,,,,,,,,
C. Paddack,,DDG,True,,,,,,,,,,,,,,
M. Scherzer,,SKD,True,,,,,,,,,,,,,,
J. deGrom,,RGS,True,,,,,,,,,,,,,,
A. Nola,,DEV,True,,,,,,,,,,,,,,
C. Kershaw,,LDY,True,,,,,,,,,,,,,,
T. Bauer,,SHO,True,,,,,,,,,,,,,,
G. Marquez,,DKG,True,,,,,,,,,,,,,,
C. Burnes,,DMK,True,,,,,,,,,,,,,,
J. Cueto,,DDG,True,,,,,,,,,,,,,,
K. Hendricks,,SKD,True,,,,,,,,,,,,,,
B. Woodruff,,RGS,True,,,,,,,,,,,,,,
M. Fried,,DEV,True,,,,,,,,,,,,,,
J. Urias,,LDY,True,,,,,,,,,,,,,,
B. Snell,,SHO,True,,,,,,,,,,,,,,
Z. Wheeler,,DKG,True,,,,,,,,,,,,,,
L. Castillo,,DMK,True,,,,,,,,,,,,,,
T. Gonsolin,,DDG,True,,,,,,,,,,,,,,
J. Arrieta,,SKD,True,,,,,,,,,,,,,,
S. Strasburg,,RGS,True,,,,,,,,,,,,,,
J. Musgrove,,DEV,True,,,,,,,,,,,,,,
V. Velasquez,,LDY,True,,,,,,,,,,,,,,
S. Longs,,SHO,True,,,,,,,,,,,,,,
E. Fedde,,DKG,True,,,,,,,,,,,,,,
A. Houser,,DMK,True,,,,,,,,,,,,,,
M. Stroman,,DDG,True,,,,,,,,,,,,,,
K. Gausman,,SKD,True,,,,,,,,,,,,,,
J. Brubaker,,RGS,True,,,,,,,,,,,,,,
S. Gray,,DEV,True,,,,,,,,,,,,,,
K. Kim,,LDY,True,,,,,,,,,,,,,,
D. Lamet,,SHO,True,,,,,,,,,,,,,,
A. Wood,,DKG,True,,,,,,,,,,,,,,
A. Wainwright,,DMK,True,,,,,,,,,,,,,,
P. Lopez,,DDG,True,,,,,,,,,,,,,,
C. Morton,,SKD,True,,,,,,,,,,,,,,
Z. Eflin,,RGS,True,,,,,,,,,,,,,,
T. Rodgers,,DEV,True,,,,,,,,,,,,,,
Ty. Rogers,,LDY,True,,,,,,,,,,,,,,
T. Mahle,,SHO,True,,,,,,,,,,,,,,
T. Anderson,,DKG,True,,,,,,,,,,,,,,
A. Alzolay,,DMK,True,,,,,,,,,,,,,,
A. Gomber,,DDG,True,,,,,,,,,,,,,,
Z. Davies,,SKD,True,,,,,,,,,,,,,,
T. Davidson,,RGS,True,,,,,,,,,,,,,,
Z. Gallen,,DEV,True,,,,,,,,,,,,,,
F. Peralta,,LDY,True,,,,,,,,,,,,,,
S. Alcantara,,SHO,True,,,,,,,,,,,,,,
M. Melancon,,DKG,True,,,,,,,,,,,,,,
H. Neris,,DMK,True,,,,,,,,,,,,,,
T. Antone,,DDG,True,,,,,,,,,,,,,,
A. DeSclafani,,SKD,True,,,,,,,,,,,,,,
T. Walker,,RGS,True,,,,,,,,,,,,,,
V. Gutierrez,,DEV,True,,,,,,,,,,,,,,
L. Sims,,LDY,True,,,,,,,,,,,,,,
Ca. Smith,,SHO,True,,,,,,,,,,,,,,
A. Reyes,,DKG,True,,,,,,,,,,,,,,
I. Anderson,,DMK,True,,,,,,,,,,,,,,
D. Bard,,DDG,True,,,,,,,,,,,,,,
R. Weathers,,SKD,True,,,,,,,,,,,,,,
B. Hand,,RGS,True,,,,,,,,,,,,,,
Ri. Rodriguez,,DEV,True,,,,,,,,,,,,,,
Y. Garcia,,LDY,True,,,,,,,,,,,,,,
G. Gallegos,,SHO,True,,,,,,,,,,,,,,
K. Jensen,,DKG,True,,,,,,,,,,,,,,
C. Kimbrel,,DMK,True,,,,,,,,,,,,,,
J. Hader,,DDG,True,,,,,,,,,,,,,,
W. Miley,,SKD,True,,,,,,,,,,,,,,
E. Diaz,,RGS,True,,,,,,,,,,,,,,
W. Smith,,DEV,True,,,,,,,,,,,,,,
Z. Thompson,,LDY,True,,,,,,,,,,,,,,
J. McGee,,SHO,True,,,,,,,,,,,,,,
D. Gregorius,,DMK,False,,,,,,,,,,,,,,
C. Carrasco,,RGS,False,,,,,,,,,,,,,,
H. Ynoa,,DEV,False,,,,,,,,,,,,,,
J. McNeil,,SHO,False,,,,,,,,,,,,,,
J. Flaherty,,DMK,False,,,,,,,,,,,,,,
201,,DKG,False,,,,,,,,,,,,,,
189,,DMK,False,,,,,,,,,,,,,,
177.5,,DDG,False,,,,,,,,,,,,,,
213.5,,SKD,False,,,,,,,,,,,,,,
188.5,,RGS,False,,,,,,,,,,,,,,
167.5,,DEV,False,,,,,,,,,,,,,,
162,,LDY,False,,,,,,,,,,,,,,
141,,SHO,False,,,,,,,,,,,,,,
