player_name,team_code,position,is_pitcher,is_keeper
A. Slater,DKG,OF,FALSE,FALSE
T. Taylor,DMK,OF,FALSE,FALSE
J. Rojas,DDG,OF,FALSE,FALSE
T. Grisham,SKD,OF,FALSE,FALSE
C. Bellinger,RGS,OF,FALSE,FALSE
L. Wade,DEV,OF,FALSE,FALSE
M. Betts,LDY,OF,FALSE,FALSE
B. Harper,SHO,OF,FALSE,FALSE
C. Blackmon,DKG,OF,FALSE,FALSE
C. Taylor,DMK,OF,FALSE,FALSE
J. Soto,DDG,OF,FALSE,FALSE
T. Pham,SKD,OF,FALSE,FALSE
C. Yelich,RGS,OF,FALSE,FALSE
S. Marte,DEV,OF,FALSE,FALSE
W. Myers,LDY,OF,FALSE,FALSE
M. Yaztrzemski,SHO,OF,FALSE,FALSE
AJ Pollock,DKG,OF,FALSE,FALSE
A. Duvall,DMK,OF,FALSE,FALSE
T. Edman,DDG,OF,FALSE,FALSE
N. Hoerner,SKD,OF,FALSE,FALSE
B. Nimmo,RGS,OF,FALSE,FALSE
G. Cooper,DEV,OF,FALSE,FALSE
Y. O'Neil,LDY,OF,FALSE,FALSE
J. Pederson,SHO,OF,FALSE,FALSE
R. Tapia,DKG,OF,FALSE,FALSE
T. Naquin,DMK,OF,FALSE,FALSE
B. Reynolds,DDG,OF,FALSE,FALSE
K. Bryant,SKD,OF,FALSE,FALSE
A. McCutchen,RGS,OF,FALSE,FALSE
N. Castellanos,DEV,OF,FALSE,FALSE
D. Smith,LDY,OF,FALSE,FALSE
Or. Arcia,SHO,OF,FALSE,FALSE
J. Profar,DKG,1B,FALSE,FALSE
J. Berti,DMK,1B,FALSE,FALSE
H. Bader,DDG,1B,FALSE,FALSE
Je. Sanchez,SKD,1B,FALSE,FALSE
A. Garcia,RGS,1B,FALSE,FALSE
J. Winker,DEV,1B,FALSE,FALSE
D. Peralta,LDY,1B,FALSE,FALSE
D. Ruf,SHO,1B,FALSE,FALSE
J. Votto,DKG,2B,FALSE,FALSE
J. Aguilar,DMK,2B,FALSE,FALSE
P. Goldschmidt,DDG,2B,FALSE,FALSE
E. Hosmer,SKD,2B,FALSE,FALSE
F. Freeman,RGS,2B,FALSE,FALSE
R. Hoskins,DEV,2B,FALSE,FALSE
M. Muncy,LDY,2B,FALSE,FALSE
J. Bell,SHO,2B,FALSE,FALSE
G. Hampson,DKG,3B,FALSE,FALSE
J. Cronenworth,DMK,3B,FALSE,FALSE
O. Albies,DDG,3B,FALSE,FALSE
R. McMahon,SKD,3B,FALSE,FALSE
K. Wong,RGS,3B,FALSE,FALSE
T. Estrada,DEV,3B,FALSE,FALSE
G. Lux,LDY,3B,FALSE,FALSE
D. Solano,SHO,3B,FALSE,FALSE
N. Arenado,DKG,SS,FALSE,FALSE
E. Suarez,DMK,SS,FALSE,FALSE
A. Bohm,DDG,SS,FALSE,FALSE
L. Urias,SKD,SS,FALSE,FALSE
A. Riley,RGS,SS,FALSE,FALSE
J. Segura,DEV,SS,FALSE,FALSE
J. Turner,LDY,SS,FALSE,FALSE
M. Machado,SHO,SS,FALSE,FALSE
F. Tatis Jr.,DKG,C,FALSE,FALSE
D. Gregorius,DMK,C,FALSE,FALSE
F. Lindor,DDG,C,FALSE,FALSE
T. Story,SKD,C,FALSE,FALSE
P. DeJong,RGS,C,FALSE,FALSE
W. Adames,DEV,C,FALSE,FALSE
J. Baez,LDY,C,FALSE,FALSE
D. Swanson,SHO,C,FALSE,FALSE
V. Caratini,DKG,C,FALSE,FALSE
JT. Realmuto,DMK,C,FALSE,FALSE
B. Posey,DDG,C,FALSE,FALSE
W. Contreras,SKD,C,FALSE,FALSE
E. Diaz,RGS,C,FALSE,FALSE
C. Casali,DEV,C,FALSE,FALSE
W. Smith,LDY,C,FALSE,FALSE
J. McCann,SHO,C,FALSE,FALSE
A. Nola,DKG,CM,FALSE,FALSE
J. Bart,DMK,CM,FALSE,FALSE
T. Stephenson,DDG,CM,FALSE,FALSE
Y. Molina,SKD,CM,FALSE,FALSE
T. Barnhart,RGS,CM,FALSE,FALSE
J. Stallings,DEV,CM,FALSE,FALSE
O. Narvaez,LDY,CM,FALSE,FALSE
T. Nido,SHO,CM,FALSE,FALSE
E. Escobar,DKG,MI,FALSE,FALSE
A. Puljos,DMK,MI,FALSE,FALSE
CJ. Cron,DDG,MI,FALSE,FALSE
W. Flores,SKD,MI,FALSE,FALSE
JD. Davis,RGS,MI,FALSE,FALSE
P. Wisdom,DEV,MI,FALSE,FALSE
a. Rizzo,LDY,MI,FALSE,FALSE
P. Alonso,SHO,MI,FALSE,FALSE
Y. Darvish,DKG,P,TRUE,FALSE
W. Buehler,DMK,P,TRUE,FALSE
K. Freeland,DDG,P,TRUE,FALSE
M. Scherzer,SKD,P,TRUE,FALSE
J. deGrom,RGS,P,TRUE,FALSE
A. Nola,DEV,P,TRUE,FALSE
C. Kershaw,LDY,P,TRUE,FALSE
T. Bauer,SHO,P,TRUE,FALSE
G. Marquez,DKG,P,TRUE,FALSE
C. Burnes,DMK,P,TRUE,FALSE
J. Cueto,DDG,P,TRUE,FALSE
K. Hendricks,SKD,P,TRUE,FALSE
B. Woodruff,RGS,P,TRUE,FALSE
M. Fried,DEV,P,TRUE,FALSE
J. Urias,LDY,P,TRUE,FALSE
B. Snell,SHO,P,TRUE,FALSE
Z. Wheeler,DKG,P,TRUE,FALSE
L. Castillo,DMK,P,TRUE,FALSE
T. Gonsolin,DDG,P,TRUE,FALSE
E. Lauer,SKD,P,TRUE,FALSE
S. Strasburg,RGS,P,TRUE,FALSE
J. Musgrove,DEV,P,TRUE,FALSE
A. Mills,LDY,P,TRUE,FALSE
J. Ross,SHO,P,TRUE,FALSE
D. Smyly,DKG,P,TRUE,FALSE
A. Houser,DMK,P,TRUE,FALSE
M. Stroman,DDG,P,TRUE,FALSE
K. Gausman,SKD,P,TRUE,FALSE
J. Brubaker,RGS,P,TRUE,FALSE
S. Gray,DEV,P,TRUE,FALSE
K. Kim,LDY,P,TRUE,FALSE
S. Alcantara,SHO,P,TRUE,FALSE
A. Wood,DKG,P,TRUE,FALSE
A. Wainwright,DMK,P,TRUE,FALSE
P. Lopez,DDG,P,TRUE,FALSE
C. Morton,SKD,P,TRUE,FALSE
Z. Eflin,RGS,P,TRUE,FALSE
T. Rodgers,DEV,P,TRUE,FALSE
Ty. Rogers,LDY,P,TRUE,FALSE
T. Mahle,SHO,P,TRUE,FALSE
T. Anderson,DKG,P,TRUE,FALSE
I. Anderson,DMK,P,TRUE,FALSE
A. Gomber,DDG,P,TRUE,FALSE
Z. Davies,SKD,P,TRUE,FALSE
C. Kuhl,RGS,P,TRUE,FALSE
Z. Gallen,DEV,P,TRUE,FALSE
F. Peralta,LDY,P,TRUE,FALSE
D. Williams,SHO,P,TRUE,FALSE
M. Melancon,DKG,P,TRUE,FALSE
H. Neris,DMK,P,TRUE,FALSE
L. Webb,DDG,P,TRUE,FALSE
A. DeSclafani,SKD,P,TRUE,FALSE
T. Walker,RGS,P,TRUE,FALSE
Ty. Megill,DEV,P,TRUE,FALSE
D. Price,LDY,P,TRUE,FALSE
J. Soria,SHO,P,TRUE,FALSE
A. Reyes,DKG,P,TRUE,FALSE
H. Hembree,DMK,P,TRUE,FALSE
D. Bard,DDG,P,TRUE,FALSE
P. Corbin,SKD,P,TRUE,FALSE
B. Hand,RGS,P,TRUE,FALSE
Ri. Rodriguez,DEV,P,TRUE,FALSE
Y. Garcia,LDY,P,TRUE,FALSE
G. Gallegos,SHO,P,TRUE,FALSE
K. Schwarber,DKG,IL2,FALSE,FALSE
R. Acuna,DMK,IL2,FALSE,FALSE
B. Belt,SKD,IL2,FALSE,FALSE
C. Carrasco,RGS,IL2,FALSE,FALSE
J. McNeil,SHO,IL2,FALSE,FALSE
