player_name,mlb_id,team_code,is_pitcher,AB,H,R,HR,RBI,SB,AVG,W,SV,K,IP,ER,ERA,WHIP
N. Castellanos,,DDD,false,,,,,,,,,,,,,,
J. Soler,,SDS,false,,,,,,,,,,,,,,
T. Edman,,RSR,false,,,,,,,,,,,,,,
H. Ramos,,DD2,false,,,,,,,,,,,,,,
B. Reynolds,,LDL,false,,,,,,,,,,,,,,
S. Marte,,TST,false,,,,,,,,,,,,,,
M. Harris II,,DKD,false,,,,,,,,,,,,,,
R. Acuna Jr.,,DLC,false,,,,,,,,,,,,,,
J. Walker,,DDD,false,,,,,,,,,,,,,,
A. McCutchen,,SDS,false,,,,,,,,,,,,,,
K. Schwarber,,RSR,false,,,,,,,,,,,,,,
G. McCray,,DD2,false,,,,,,,,,,,,,,
H. Bader,,LDL,false,,,,,,,,,,,,,,
J. Young,,TST,false,,,,,,,,,,,,,,
T. Fitzgerald,,DKD,false,,,,,,,,,,,,,,
S. Suzuki,,DLC,false,,,,,,,,,,,,,,
J. McCarthy,,DDD,false,,,,,,,,,,,,,,
R. Laureano,,SDS,false,,,,,,,,,,,,,,
B. Doyle,,RSR,false,,,,,,,,,,,,,,
J. Sanchez,,DD2,false,,,,,,,,,,,,,,
B. Marsh,,LDL,false,,,,,,,,,,,,,,
D. Peralta,,TST,false,,,,,,,,,,,,,,
F. Tatis Jr.,,DKD,false,,,,,,,,,,,,,,
J. Profar,,DLC,false,,,,,,,,,,,,,,
J. Chourio,,DDD,false,,,,,,,,,,,,,,
C. Blackmon,,SDS,false,,,,,,,,,,,,,,
B. Nimmo,,RSR,false,,,,,,,,,,,,,,
N. Jones,,DD2,false,,,,,,,,,,,,,,
T. Hernandez,,LDL,false,,,,,,,,,,,,,,
B. De La Cruz,,TST,false,,,,,,,,,,,,,,
D. Crews,,DKD,false,,,,,,,,,,,,,,
G. Gurriel,,DLC,false,,,,,,,,,,,,,,
J. Wood,,DDD,false,,,,,,,,,,,,,,
J. McNeil,,SDS,false,,,,,,,,,,,,,,
M. Conforto,,RSR,false,,,,,,,,,,,,,,
A. Burleson,,DD2,false,,,,,,,,,,,,,,
P. Crow-Armstrong,,LDL,false,,,,,,,,,,,,,,
I. Happ,,TST,false,,,,,,,,,,,,,,
P. Bailey,,DKD,false,,,,,,,,,,,,,,
JT. Realmuto,,DLC,false,,,,,,,,,,,,,,
F. Alvarez,,DDD,false,,,,,,,,,,,,,,
T. Stephenson,,SDS,false,,,,,,,,,,,,,,
Wilm. Contreras,,RSR,false,,,,,,,,,,,,,,
K. Higashioka,,DD2,false,,,,,,,,,,,,,,
W. Smith,,LDL,false,,,,,,,,,,,,,,
Y. Grandal,,TST,false,,,,,,,,,,,,,,
K. Ruiz,,DKD,false,,,,,,,,,,,,,,
S. Murphy,,DLC,false,,,,,,,,,,,,,,
A. Del Castillo,,DDD,false,,,,,,,,,,,,,,
M. Anaya,,SDS,false,,,,,,,,,,,,,,
T. d’Arnaud,,RSR,false,,,,,,,,,,,,,,
C. Bethancourt,,DD2,false,,,,,,,,,,,,,,
Wiln. Contreras,,LDL,false,,,,,,,,,,,,,,
L. Torrens,,TST,false,,,,,,,,,,,,,,
J. Bell,,DKD,false,,,,,,,,,,,,,,
M. Toglia,,DLC,false,,,,,,,,,,,,,,
I. Paredes,,DDD,false,,,,,,,,,,,,,,
P. Goldschmidt,,SDS,false,,,,,,,,,,,,,,
R. McMahon,,RSR,false,,,,,,,,,,,,,,
M. Vientos,,DD2,false,,,,,,,,,,,,,,
A. Bohm,,LDL,false,,,,,,,,,,,,,,
B. Harper,,TST,false,,,,,,,,,,,,,,
B. Rodgers,,DKD,false,,,,,,,,,,,,,,
J. Merrill,,DLC,false,,,,,,,,,,,,,,
CJ. Abrams,,DDD,false,,,,,,,,,,,,,,
X. Edwards,,SDS,false,,,,,,,,,,,,,,
M. Winn,,RSR,false,,,,,,,,,,,,,,
C. Norby,,DD2,false,,,,,,,,,,,,,,
B. Turang,,LDL,false,,,,,,,,,,,,,,
B. Donovan,,TST,false,,,,,,,,,,,,,,
J.D. Martinez,,DKD,false,,,,,,,,,,,,,,
S. Ohtani,,DLC,false,,,,,,,,,,,,,,
E. Suarez,,DDD,false,,,,,,,,,,,,,,
J. India,,SDS,false,,,,,,,,,,,,,,
N. Arenado,,RSR,false,,,,,,,,,,,,,,
J. Pederson,,DD2,false,,,,,,,,,,,,,,
J. Burger,,LDL,false,,,,,,,,,,,,,,
M. Ozuna,,TST,false,,,,,,,,,,,,,,
E. Diaz,,DKD,true,,,,,,,,,,,,,,
L. Ortiz,,DLC,true,,,,,,,,,,,,,,
C. Doval,,DDD,true,,,,,,,,,,,,,,
R. Nelson,,SDS,true,,,,,,,,,,,,,,
F. Peralta,,RSR,true,,,,,,,,,,,,,,
J. Assad,,DD2,true,,,,,,,,,,,,,,
M. Kopech,,LDL,true,,,,,,,,,,,,,,
M. Fried,,TST,true,,,,,,,,,,,,,,
T. Glasnow,,DKD,true,,,,,,,,,,,,,,
D. Hudson,,DLC,true,,,,,,,,,,,,,,
T. Myers,,DDD,true,,,,,,,,,,,,,,
K. Harrison,,SDS,true,,,,,,,,,,,,,,
T. Megill,,RSR,true,,,,,,,,,,,,,,
B. Pfaadt,,DD2,true,,,,,,,,,,,,,,
B. Treinen,,LDL,true,,,,,,,,,,,,,,
S. Manaea,,TST,true,,,,,,,,,,,,,,
R. Lowder,,DKD,true,,,,,,,,,,,,,,
J. Steele,,DLC,true,,,,,,,,,,,,,,
DJ. Hers,,DDD,true,,,,,,,,,,,,,,
C. Morton,,SDS,true,,,,,,,,,,,,,,
E. Fedde,,RSR,true,,,,,,,,,,,,,,
K. Finnegan,,DD2,true,,,,,,,,,,,,,,
D. Hudson,,LDL,true,,,,,,,,,,,,,,
D. Peterson,,TST,true,,,,,,,,,,,,,,
M. Gore,,DKD,true,,,,,,,,,,,,,,
Z. Wheeler,,DLC,true,,,,,,,,,,,,,,
D. Williams,,DDD,true,,,,,,,,,,,,,,
S. Ohtani,,SDS,true,,,,,,,,,,,,,,
J. Jones,,RSR,true,,,,,,,,,,,,,,
J. Quintana,,DD2,true,,,,,,,,,,,,,,
"G., Stone",,LDL,true,,,,,,,,,,,,,,
B. Snell,,TST,true,,,,,,,,,,,,,,
R. Suarez,,DKD,true,,,,,,,,,,,,,,
C. Faucher,,DLC,true,,,,,,,,,,,,,,
R. Suarez,,DDD,true,,,,,,,,,,,,,,
C. Sale,,SDS,true,,,,,,,,,,,,,,
M. Kelly,,RSR,true,,,,,,,,,,,,,,
S. Imanaga,,DD2,true,,,,,,,,,,,,,,
M. Strahm,,LDL,true,,,,,,,,,,,,,,
K. Gibson,,TST,true,,,,,,,,,,,,,,
W. Buehler,,DKD,true,,,,,,,,,,,,,,
R. Lopez,,DLC,true,,,,,,,,,,,,,,
L. Webb,,DDD,true,,,,,,,,,,,,,,
D. Cease,,SDS,true,,,,,,,,,,,,,,
S. Schwellenbach,,RSR,true,,,,,,,,,,,,,,
A. Diaz,,DD2,true,,,,,,,,,,,,,,
"A, Chapman",,LDL,true,,,,,,,,,,,,,,
M. King,,TST,true,,,,,,,,,,,,,,
J. Musgrove,,DKD,true,,,,,,,,,,,,,,
A. Nola,,DLC,true,,,,,,,,,,,,,,
L. Severino,,DDD,true,,,,,,,,,,,,,,
R. Helsley,,SDS,true,,,,,,,,,,,,,,
D. Bednar,,RSR,true,,,,,,,,,,,,,,
C. Sanchez,,DD2,true,,,,,,,,,,,,,,
Y. Darvish,,LDL,true,,,,,,,,,,,,,,
C. Estevez,,TST,true,,,,,,,,,,,,,,
R. Iglesias,,DKD,true,,,,,,,,,,,,,,
P. Skenes,,DLC,true,,,,,,,,,,,,,,
J. Hoffman,,DDD,true,,,,,,,,,,,,,,
P. Sewald,,SDS,true,,,,,,,,,,,,,,
R. Walker,,RSR,true,,,,,,,,,,,,,,
Z. Gallen,,DD2,true,,,,,,,,,,,,,,
E. Phillips,,LDL,true,,,,,,,,,,,,,,
S. Gray,,TST,true,,,,,,,,,,,,,,
M. Keller,,DKD,true,,,,,,,,,,,,,,
P. Hodge,,DLC,true,,,,,,,,,,,,,,
A. Civale,,DDD,true,,,,,,,,,,,,,,
T. Scott,,SDS,true,,,,,,,,,,,,,,
Y. Yamamoto,,RSR,true,,,,,,,,,,,,,,
S. Strider,,DD2,true,,,,,,,,,,,,,,
J. Flaherty,,LDL,true,,,,,,,,,,,,,,
J. Martinez,,TST,true,,,,,,,,,,,,,,
