player_name,team_code,position,is_pitcher,is_keeper
M. Harris II,DKG,OF,FALSE,FALSE
R. Acuna Jr.,DMK,OF,FALSE,FALSE
J. Soto,DDG,OF,FALSE,FALSE
TJ. Friedl,SKD,OF,FALSE,FALSE
S. Suzuki,RGS,OF,FALSE,FALSE
C. Morel,DEV,OF,FALSE,FALSE
M. Betts,LDY,OF,FALSE,FALSE
B. Harper,SHO,OF,FALSE,FALSE
C. Yelich,DKG,OF,FALSE,FALSE
C. Carroll,DMK,OF,FALSE,FALSE
J. McCarthy,DDG,OF,FALSE,FALSE
J. Berti,SKD,OF,FALSE,FALSE
T. O'Neill,RGS,OF,FALSE,FALSE
N. Jones,DEV,OF,FALSE,FALSE
N. Castellanos,LDY,OF,FALSE,FALSE
B. Reynolds,SHO,OF,FALSE,FALSE
T. Pham,DKG,OF,FALSE,FALSE
J. Outman,DMK,OF,FALSE,FALSE
M. Tauchman,DDG,OF,FALSE,FALSE
D. De La Cruz,SKD,OF,FALSE,FALSE
H. Davis,RGS,OF,FALSE,FALSE
Jn. Rojas,DEV,OF,FALSE,FALSE
M. Conforto,LDY,OF,FALSE,FALSE
S. Marte,SHO,OF,FALSE,FALSE
J.Chisholm Jr.,DKG,OF,FALSE,FALSE
J. Pederson,DMK,OF,FALSE,FALSE
T. Grisham,DDG,OF,FALSE,FALSE
J. Soler,SKD,OF,FALSE,FALSE
K. Schwarber,RGS,OF,FALSE,FALSE
S. Frelick,DEV,OF,FALSE,FALSE
L. Thomas,LDY,OF,FALSE,FALSE
B. Nimmo,SHO,OF,FALSE,FALSE
W. Benson,DKG,1B,FALSE,FALSE
T. Estrada,DMK,1B,FALSE,FALSE
L. Nootbaar,DDG,1B,FALSE,FALSE
J. McNeil,SKD,1B,FALSE,FALSE
J. Suwinski,RGS,1B,FALSE,FALSE
J. Fraley,DEV,1B,FALSE,FALSE
A. Burleson,LDY,1B,FALSE,FALSE
I. Happ,SHO,1B,FALSE,FALSE
R. Tellez,DKG,2B,FALSE,FALSE
C. Santana,DMK,2B,FALSE,FALSE
J. Cronenworth,DDG,2B,FALSE,FALSE
M. Olson,SKD,2B,FALSE,FALSE
F. Freeman,RGS,2B,FALSE,FALSE
