player_name,team_code,mlb_team,position,is_pitcher,is_keeper,draft_dollars
JD. Martinez,LDY,,DH,FALSE,FALSE,19
K. Marte,SHO,,DH,FALSE,FALSE,19
J. Urias,DKG,,P,TRUE,FALSE,33
C. Burnes,DMK,,P,TRUE,FALSE,23
B. Snell,DDG,,P,TRUE,FALSE,23
S. Strider,SKD,,P,TRUE,FALSE,24
M. Scherzer,RGS,,P,TRUE,FALSE,12
A. Nola,DEV,,P,TRUE,FALSE,21
D. May,LDY,,P,TRUE,FALSE,21
S. Alcantara,SHO,,P,TRUE,FALSE,21
C. Kershaw,DKG,,P,TRUE,FALSE,1
Z. Wheeler,DMK,,P,TRUE,FALSE,41
S. Manaea,DDG,,P,TRUE,FALSE,41
J. Verlander,SKD,,P,TRUE,FALSE,35
Y. Darvish,RGS,,P,TRUE,FALSE,30
B. Woodruff,DEV,,P,TRUE,FALSE,41
H. Greene,LDY,,P,TRUE,FALSE,41
M. Fried,SHO,,P,TRUE,FALSE,41
A. Cobb,DKG,,P,TRUE,FALSE,8
M. Kelly,DMK,,P,TRUE,FALSE,11
Jos. Grey,DDG,,P,TRUE,FALSE,11
M. Mikolas,SKD,,P,TRUE,FALSE,32
N. Lodolo,RGS,,P,TRUE,FALSE,18
Z. Gallen,DEV,,P,TRUE,FALSE,22
T. Gonsolin,LDY,,P,TRUE,FALSE,22
J. Musgrove,SHO,,P,TRUE,FALSE,22
J. Steele,DKG,,P,TRUE,FALSE,2
J. Flaherty,DMK,,P,TRUE,FALSE,10
M. Keller,DDG,,P,TRUE,FALSE,10
J. Montgomery,SKD,,P,TRUE,FALSE,4
M. Stroman,RGS,,P,TRUE,FALSE,25
N. Syndergaard,DEV,,P,TRUE,FALSE,17
K. Wright,LDY,,P,TRUE,FALSE,17
C. Morton,SHO,,P,TRUE,FALSE,17
T. Walker,DKG,,P,TRUE,FALSE,8
E. Lauer,DMK,,P,TRUE,FALSE,20
R. Pepiot,DDG,,P,TRUE,FALSE,20
K. Senga,SKD,,P,TRUE,FALSE,16
F. Peralta,RGS,,P,TRUE,FALSE,12
J. Taillon,DEV,,P,TRUE,FALSE,22
M. Gore,LDY,,P,TRUE,FALSE,22
L. Webb,SHO,,P,TRUE,FALSE,22
J. Brubaker,DKG,,P,TRUE,FALSE,2
G. Ashcraft,DMK,,P,TRUE,FALSE,7
E. Cabrera,DDG,,P,TRUE,FALSE,7
S. Ohtani,SKD,,P,TRUE,FALSE,5
R. Contreras,RGS,,P,TRUE,FALSE,5
Tr. Rogers,DEV,,P,TRUE,FALSE,12
R. Stripling,LDY,,P,TRUE,FALSE,12
J. Luzardo,SHO,,P,TRUE,FALSE,12
W. Buehler,DKG,,P,TRUE,FALSE,6
A. Vesia,DMK,,P,TRUE,FALSE,1
C. Carasco,DDG,,P,TRUE,FALSE,1
AJ. Minter,SKD,,P,TRUE,FALSE,1
A. Puk,RGS,,P,TRUE,FALSE,1
H. Wesneski,DEV,,P,TRUE,FALSE,1
B. Graterol,LDY,,P,TRUE,FALSE,1
R. Suarez,SHO,,P,TRUE,FALSE,1
E. Phillips,DKG,,P,TRUE,FALSE,39
S. Dominguez,DMK,,P,TRUE,FALSE,10
J. Hader,DDG,,P,TRUE,FALSE,10
D. Bard,SKD,,P,TRUE,FALSE,25
B. Hughes,RGS,,P,TRUE,FALSE,1
K. Finnegan,DEV,,P,TRUE,FALSE,8
C. Krimbrel,LDY,,P,TRUE,FALSE,8
D. Robertson,SHO,,P,TRUE,FALSE,8
A. Diaz,DKG,,P,TRUE,FALSE,34
R. Helsley,DMK,,P,TRUE,FALSE,23
D. Williams,DDG,,P,TRUE,FALSE,23
C. Doval,SKD,,P,TRUE,FALSE,26
D. Bednar,RGS,,P,TRUE,FALSE,6
S. McGough,DEV,,P,TRUE,FALSE,21
D. Floro,LDY,,P,TRUE,FALSE,21
R. Iglesias,SHO,,P,TRUE,FALSE,21
