player_name,team_code,mlb_team,position,is_pitcher,is_keeper,draft_dollars
C. Johnson,DKG,,C,FALSE,FALSE,40
M. Lieberthal,DMK,,C,FALSE,FALSE,25
R. Hernandez,BRO,,C,FALSE,FALSE,25
C. Wilson,SKD,,C,FALSE,FALSE,26
P. Loduca,RGS,,C,FALSE,FALSE,24
B. Schneider,MNB,,C,FALSE,FALSE,31
M. Piazza,BOH,,C,FALSE,FALSE,31
J. Kendall,BCS,,C,FALSE,FALSE,31
A.J. Pierzynski,DKG,,C,FALSE,FALSE,5
M. Matheney,DMK,,C,FALSE,FALSE,3
J. LaRue,BRO,,C,FALSE,FALSE,3
M. Barrett,SKD,,C,FALSE,FALSE,3
J. Philips,RGS,,C,FALSE,FALSE,15
J. Estrada,MNB,,C,FALSE,FALSE,1
R. Castro,BOH,,C,FALSE,FALSE,1
B. Hammock,BCS,,C,FALSE,FALSE,1
H. S. Choi,DKG,,1B,FALSE,FALSE,1
J. Conine,DMK,,1B,FALSE,FALSE,32
S. Casey,BRO,,1B,FALSE,FALSE,32
R. Sexson,SKD,,1B,FALSE,FALSE,32
J. Thome,RGS,,1B,FALSE,FALSE,33
N. Johnson,MNB,,1B,FALSE,FALSE,50
T. Helton,BOH,,1B,FALSE,FALSE,50
J. Bagwell,BCS,,1B,FALSE,FALSE,50
M. Loretta,DKG,,2B,FALSE,FALSE,14
M. Anderson,DMK,,2B,FALSE,FALSE,7
P. Polanco,BRO,,2B,FALSE,FALSE,7
J. Spivey,SKD,,2B,FALSE,FALSE,39
L. Castillo,RGS,,2B,FALSE,FALSE,25
M. Giles,MNB,,2B,FALSE,FALSE,2
J. Kent,BOH,,2B,FALSE,FALSE,2
B. Hill,BCS,,2B,FALSE,FALSE,2
A. S. Gonzalez,DKG,,SS,FALSE,FALSE,20
O. Cabrera,DMK,,SS,FALSE,FALSE,32
A. Cintron,BRO,,SS,FALSE,FALSE,32
J. Rollins,SKD,,SS,FALSE,FALSE,2
T. Womack,RGS,,SS,FALSE,FALSE,1
E. Renteria,MNB,,SS,FALSE,FALSE,24
R. Clayton,BOH,,SS,FALSE,FALSE,24
R. Furcal,BCS,,SS,FALSE,FALSE,24
S. Rolen,DKG,,3B,FALSE,FALSE,25
M. Ensberg,DMK,,3B,FALSE,FALSE,19
T. Bautista,BRO,,3B,FALSE,FALSE,19
M. Cabrera,SKD,,3B,FALSE,FALSE,1
E. Alfonzo,RGS,,3B,FALSE,FALSE,5
A. Pujols,MNB,,3B,FALSE,FALSE,25
V. Castilla,BOH,,3B,FALSE,FALSE,25
A. Ramirez,BCS,,3B,FALSE,FALSE,25
R. Alomar,DKG,,MI,FALSE,FALSE,6
A. Gonzalez,DMK,,MI,FALSE,FALSE,1
D. Jimenez,BRO,,MI,FALSE,FALSE,1
M. Grudzielanek,SKD,,MI,FALSE,FALSE,1
T. Walker,RGS,,MI,FALSE,FALSE,34
R. Durham,MNB,,MI,FALSE,FALSE,19
J. Vidro,BOH,,MI,FALSE,FALSE,19
J. Reyes,BCS,,MI,FALSE,FALSE,19
A. Beltre,DKG,,CO,FALSE,FALSE,29
M. Lowell,DMK,,CO,FALSE,FALSE,20
S. Hillenbrand,BRO,,CO,FALSE,FALSE,20
R. Klesko,SKD,,CO,FALSE,FALSE,25
D. Lee,RGS,,CO,FALSE,FALSE,1
S. Burroughs,MNB,,CO,FALSE,FALSE,1
W. Helms,BOH,,CO,FALSE,FALSE,1
L. Overbay,BCS,,CO,FALSE,FALSE,1
J. Pierre,DKG,,OF,FALSE,FALSE,29
B. Bonds,DMK,,OF,FALSE,FALSE,33
S. Sosa,BRO,,OF,FALSE,FALSE,33
B. Giles,SKD,,OF,FALSE,FALSE,20
L. Gonzalez,RGS,,OF,FALSE,FALSE,25
P. Wilson,MNB,,OF,FALSE,FALSE,29
L. Berkman,BOH,,OF,FALSE,FALSE,29
B. Abreu,BCS,,OF,FALSE,FALSE,29
J. Edmonds,DKG,,OF,FALSE,FALSE,25
J. Encarnacion,DMK,,OF,FALSE,FALSE,9
S. Green,BRO,,OF,FALSE,FALSE,9
D. Roberts,SKD,,OF,FALSE,FALSE,22
P. Nevin,RGS,,OF,FALSE,FALSE,25
J.D. Drew,MNB,,OF,FALSE,FALSE,29
L. Walker,BOH,,OF,FALSE,FALSE,29
A. Jones,BCS,,OF,FALSE,FALSE,29
A. Dunn,DKG,,OF,FALSE,FALSE,27
R. Hildago,DMK,,OF,FALSE,FALSE,19
C. Jones,BRO,,OF,FALSE,FALSE,19
P. Burrell,SKD,,OF,FALSE,FALSE,35
G. Jenkins,RGS,,OF,FALSE,FALSE,30
S. Posednik,MNB,,OF,FALSE,FALSE,31
K. Griffey Jr.,BOH,,OF,FALSE,FALSE,31
R. Mondesi,BCS,,OF,FALSE,FALSE,31
M. Alou,DKG,,OF,FALSE,FALSE,28
S. Finley,DMK,,OF,FALSE,FALSE,10
A. Kearns,BRO,,OF,FALSE,FALSE,10
M. Cameron,SKD,,OF,FALSE,FALSE,30
J. Bernitz,RGS,,OF,FALSE,FALSE,15
M. Byrd,MNB,,OF,FALSE,FALSE,33
C. Everett,BOH,,OF,FALSE,FALSE,33
B. Wilkerson,BCS,,OF,FALSE,FALSE,33
C. Biggio,DKG,,OF,FALSE,FALSE,42
T. Redman,DMK,,OF,FALSE,FALSE,10
C. Patterson,BRO,,OF,FALSE,FALSE,10
C. Floyd,SKD,,OF,FALSE,FALSE,20
J. Payton,RGS,,OF,FALSE,FALSE,3
R. Sanders,MNB,,OF,FALSE,FALSE,1
M. Grissom,BOH,,OF,FALSE,FALSE,1
B. Grieve,BCS,,OF,FALSE,FALSE,1
K. Matsui,DKG,,R,FALSE,FALSE,23
A. Laroche,DMK,,R,FALSE,FALSE,7
A. Miles,BRO,,R,FALSE,FALSE,7
A.  Nunez,SKD,,R,FALSE,FALSE,30
K. Greene,RGS,,R,FALSE,FALSE,15
J. Lane,MNB,,R,FALSE,FALSE,8
J. Bay,BOH,,R,FALSE,FALSE,8
T. Sledge,BCS,,R,FALSE,FALSE,8
M. Morris,DKG,,P,TRUE,FALSE,22
M. Prior,DMK,,P,TRUE,FALSE,19
R. Oswalt,BRO,,P,TRUE,FALSE,19
K. Wood,SKD,,P,TRUE,FALSE,7
L. Hernandez,RGS,,P,TRUE,FALSE,41
R. Johnson,MNB,,P,TRUE,FALSE,33
R. Clemens,BOH,,P,TRUE,FALSE,33
V. Padilla,BCS,,P,TRUE,FALSE,33
K. Millwood,DKG,,P,TRUE,FALSE,20
A. Pettitte,DMK,,P,TRUE,FALSE,50
D. Willis,BRO,,P,TRUE,FALSE,50
B. Webb,SKD,,P,TRUE,FALSE,2
H. Ramirez,RGS,,P,TRUE,FALSE,6
J. Schmidt,MNB,,P,TRUE,FALSE,24
D. Wells,BOH,,P,TRUE,FALSE,24
M. Clement,BCS,,P,TRUE,FALSE,24
J. Beckett,DKG,,P,TRUE,FALSE,19
R. Ortiz,DMK,,P,TRUE,FALSE,13
G. Maddux,BRO,,P,TRUE,FALSE,13
O. Perez,SKD,,P,TRUE,FALSE,7
J. Peavy,RGS,,P,TRUE,FALSE,11
K. Wells,MNB,,P,TRUE,FALSE,26
T. Glavine,BOH,,P,TRUE,FALSE,26
B. Penny,BCS,,P,TRUE,FALSE,26
A. Leiter,DKG,,P,TRUE,FALSE,15
C. Zambrano,DMK,,P,TRUE,FALSE,32
W. Williams,BRO,,P,TRUE,FALSE,32
W. Miller,SKD,,P,TRUE,FALSE,34
R. Wolf,RGS,,P,TRUE,FALSE,15
S. Estes,MNB,,P,TRUE,FALSE,7
E. Milton,BOH,,P,TRUE,FALSE,7
O. Perez,BCS,,P,TRUE,FALSE,7
B. Sheets,DKG,,P,TRUE,FALSE,3
T. Redding,DMK,,P,TRUE,FALSE,3
K. Benson,BRO,,P,TRUE,FALSE,3
A. Eaton,SKD,,P,TRUE,FALSE,14
B. Myers,RGS,,P,TRUE,FALSE,10
K. Ishii,MNB,,P,TRUE,FALSE,1
J. Thomson,BOH,,P,TRUE,FALSE,1
B. Lawrence,BCS,,P,TRUE,FALSE,1
H. Nomo,DKG,,P,TRUE,FALSE,6
A. Harang,DMK,,P,TRUE,FALSE,1
C. Pavano,BRO,,P,TRUE,FALSE,1
S. Trachsel,SKD,,P,TRUE,FALSE,3
E. Jackson,RGS,,P,TRUE,FALSE,5
T. Armas Jr.,MNB,,P,TRUE,FALSE,1
M. Herges,BOH,,P,TRUE,FALSE,1
M. Kinney,BCS,,P,TRUE,FALSE,1
M. Hampton,DKG,,P,TRUE,FALSE,1
K. Rueter,DMK,,P,TRUE,FALSE,5
J. Weaver,BRO,,P,TRUE,FALSE,5
J. Mesa,SKD,,P,TRUE,FALSE,3
R. Vogelsong,RGS,,P,TRUE,FALSE,1
J. Valverde,MNB,,P,TRUE,FALSE,6
C. Cordero,BOH,,P,TRUE,FALSE,6
D. Graves,BCS,,P,TRUE,FALSE,6
B. Looper,DKG,,P,TRUE,FALSE,10
T. Ohka,DMK,,P,TRUE,FALSE,25
J. Williams,BRO,,P,TRUE,FALSE,25
T. Hoffman,SKD,,P,TRUE,FALSE,10
R. Biddle,RGS,,P,TRUE,FALSE,39
R. Nen,MNB,,P,TRUE,FALSE,28
J. Borowski,BOH,,P,TRUE,FALSE,28
D. Kolb,BCS,,P,TRUE,FALSE,28
S. Chacon,DKG,,P,TRUE,FALSE,15
B. Wagner,DMK,,P,TRUE,FALSE,25
M. Mantei,BRO,,P,TRUE,FALSE,25
J. Smoltz,SKD,,P,TRUE,FALSE,34
E. Gagne,RGS,,P,TRUE,FALSE,21
O. Dotel,MNB,,P,TRUE,FALSE,40
A. Benitez,BOH,,P,TRUE,FALSE,40
J. Isringhausen,BCS,,P,TRUE,FALSE,40
