player_name,mlb_id,team_code,is_pitcher,AB,H,R,HR,RBI,SB,AVG,W,SV,K,IP,ER,ERA,WHIP
M. Machado,,SHO,False,,,,,,,,,,,,,,
W. Contreras,,DKG,False,,,,,,,,,,,,,,
JT Realmuto,,DMK,False,,,,,,,,,,,,,,
F. Mejia,,DDG,False,,,,,,,,,,,,,,
C. Kelly,,SKD,False,,,,,,,,,,,,,,
J. Alfaro,,RGS,False,,,,,,,,,,,,,,
K. Suzuki,,DEV,False,,,,,,,,,,,,,,
W. Smith,,LDY,False,,,,,,,,,,,,,,
O. Narvaez,,SHO,False,,,,,,,,,,,,,,
W. Ramos,,DKG,False,,,,,,,,,,,,,,
T. Barnhart,,DMK,False,,,,,,,,,,,,,,
V. Caratini,,DDG,False,,,,,,,,,,,,,,
Y. Molina,,SKD,False,,,,,,,,,,,,,,
J. Stallings,,RGS,False,,,,,,,,,,,,,,
T. Wolters,,DEV,False,,,,,,,,,,,,,,
Y. Gomes,,LDY,False,,,,,,,,,,,,,,
T. d'Arnaud,,SHO,False,,,,,,,,,,,,,,
J. Votto,,DKG,False,,,,,,,,,,,,,,
H. Kendrick,,DMK,False,,,,,,,,,,,,,,
JD Davis,,DDG,False,,,,,,,,,,,,,,
J. Lamb,,SKD,False,,,,,,,,,,,,,,
J. Bell,,RGS,False,,,,,,,,,,,,,,
B. Anderson,,DEV,False,,,,,,,,,,,,,,
J. Smoak,,LDY,False,,,,,,,,,,,,,,
A. Rizzo,,SHO,False,,,,,,,,,,,,,,
C. Seager,,DKG,False,,,,,,,,,,,,,,
K. Wong,,DMK,False,,,,,,,,,,,,,,
J. McNeil,,DDG,False,,,,,,,,,,,,,,
T. Turner,,SKD,False,,,,,,,,,,,,,,
R. Cano,,RGS,False,,,,,,,,,,,,,,
K. Newman,,DEV,False,,,,,,,,,,,,,,
A. Rosario,,LDY,False,,,,,,,,,,,,,,
C. Kieboom,,SHO,False,,,,,,,,,,,,,,
B. Rodgers,,DKG,False,,,,,,,,,,,,,,
S. Hilliard,,DMK,False,,,,,,,,,,,,,,
J. Bart,,DDG,False,,,,,,,,,,,,,,
S. Akiyama,,SKD,False,,,,,,,,,,,,,,
Carlson. D,,RGS,False,,,,,,,,,,,,,,
CJ Abrams,,DEV,False,,,,,,,,,,,,,,
G. Lux,,LDY,False,,,,,,,,,,,,,,
E. Rios,,SHO,False,,,,,,,,,,,,,,
Y. Darvish,,DKG,True,,,,,,,,,,,,,,
M. Scherzer,,DMK,True,,,,,,,,,,,,,,
J. Flaherty,,DDG,True,,,,,,,,,,,,,,
B. Woodruff,,SKD,True,,,,,,,,,,,,,,
J. deGrom,,RGS,True,,,,,,,,,,,,,,
M. Bumgarner,,DEV,True,,,,,,,,,,,,,,
C. Kershaw,,LDY,True,,,,,,,,,,,,,,
S. Strasburg,,SHO,True,,,,,,,,,,,,,,
M. Foltynewicz,,DKG,True,,,,,,,,,,,,,,
W. Buehler,,DMK,True,,,,,,,,,,,,,,
C. Paddack,,DDG,True,,,,,,,,,,,,,,
Z. Wheeler,,SKD,True,,,,,,,,,,,,,,
A. Nola,,RGS,True,,,,,,,,,,,,,,
Z. Gallen,,DEV,True,,,,,,,,,,,,,,
J. Urias,,LDY,True,,,,,,,,,,,,,,
P. Corbin,,SHO,True,,,,,,,,,,,,,,
M. Stroman,,DKG,True,,,,,,,,,,,,,,
L. Castillo,,DMK,True,,,,,,,,,,,,,,
A. Wood,,DDG,True,,,,,,,,,,,,,,
K. Hendricks,,SKD,True,,,,,,,,,,,,,,
T. Bauer,,RGS,True,,,,,,,,,,,,,,
S. Gray,,DEV,True,,,,,,,,,,,,,,
J. Lucchesi,,LDY,True,,,,,,,,,,,,,,
M. Soroka,,SHO,True,,,,,,,,,,,,,,
G. Marquez,,DKG,True,,,,,,,,,,,,,,
D. Hudson,,DMK,True,,,,,,,,,,,,,,
D. May,,DDG,True,,,,,,,,,,,,,,
D. Lamet,,SKD,True,,,,,,,,,,,,,,
J. Cueto,,RGS,True,,,,,,,,,,,,,,
L Weaver,,DEV,True,,,,,,,,,,,,,,
G. Richards,,LDY,True,,,,,,,,,,,,,,
R. Ray,,SHO,True,,,,,,,,,,,,,,
K. Freeland,,DKG,True,,,,,,,,,,,,,,
M. Keller,,DMK,True,,,,,,,,,,,,,,
C. Archer,,DDG,True,,,,,,,,,,,,,,
R. Stripling,,SKD,True,,,,,,,,,,,,,,
A. DeSclafani,,RGS,True,,,,,,,,,,,,,,
M. Fried,,DEV,True,,,,,,,,,,,,,,
J. Yamamoto,,LDY,True,,,,,,,,,,,,,,
S. Alcantara,,SHO,True,,,,,,,,,,,,,,
M. Mikolas,,DKG,True,,,,,,,,,,,,,,
J. Gray,,DMK,True,,,,,,,,,,,,,,
P. Lopez,,DDG,True,,,,,,,,,,,,,,
J. Musgrove,,SKD,True,,,,,,,,,,,,,,
K. Gausman,,RGS,True,,,,,,,,,,,,,,
A. Houser,,DEV,True,,,,,,,,,,,,,,
J. Samardzija,,LDY,True,,,,,,,,,,,,,,
C. Smith,,SHO,True,,,,,,,,,,,,,,
M. Gore,,DKG,True,,,,,,,,,,,,,,
K. Kela,,DMK,True,,,,,,,,,,,,,,
S. Matz,,DDG,True,,,,,,,,,,,,,,
A. Bradley,,SKD,True,,,,,,,,,,,,,,
R. Porcello,,RGS,True,,,,,,,,,,,,,,
T. Watson,,DEV,True,,,,,,,,,,,,,,
T. Williams,,LDY,True,,,,,,,,,,,,,,
B. Treinen,,SHO,True,,,,,,,,,,,,,,
E. Diaz,,DKG,True,,,,,,,,,,,,,,
R. Iglesius,,DMK,True,,,,,,,,,,,,,,
C. Martinez,,DDG,True,,,,,,,,,,,,,,
S. Doolittle,,SKD,True,,,,,,,,,,,,,,
S. Oberg,,RGS,True,,,,,,,,,,,,,,
K. Crick,,DEV,True,,,,,,,,,,,,,,
W. Smith,,LDY,True,,,,,,,,,,,,,,
J. Lester,,SHO,True,,,,,,,,,,,,,,
J. Hader,,DKG,True,,,,,,,,,,,,,,
C. Kimbrel,,DMK,True,,,,,,,,,,,,,,
K. Yates,,DDG,True,,,,,,,,,,,,,,
K. Jansen,,SKD,True,,,,,,,,,,,,,,
H. Neris,,RGS,True,,,,,,,,,,,,,,
M. Melancon,,DEV,True,,,,,,,,,,,,,,
W. Davis,,LDY,True,,,,,,,,,,,,,,
A. Miller,,SHO,True,,,,,,,,,,,,,,
